node_id,lat,lon
0,37.92772538282594,112.74383564781569
1,37.82932159383412,112.5780837139811
2,37.84548853240522,112.73021190243968
3,37.72856158540639,112.48572019424556
4,37.70274153562653,112.54285552750507
5,37.91272059417555,112.56604580247105
6,38.09581792706845,112.62844418255563
7,38.096316913551334,112.63428583744425
8,37.95742326263711,112.675546159869
9,38.08168603504893,112.6462129148009
10,37.77194774233641,112.7082138249082
11,38.03243010312002,112.61479935461769
12,37.85230497546778,112.70184384484564
13,37.77488378899235,112.45675457970049
14,38.011112892087624,112.7391356683143
15,37.94441521096786,112.58651870162095
16,37.93490940410457,112.5596280250133
17,37.91570040872324,112.6764009886982
18,38.04654419481552,112.60939214544938
19,37.813819323913364,112.71515143807899
20,37.9288151586088,112.48505483442366
21,37.72344028252909,112.60305818755555
22,37.96907980068766,112.70444548674823
23,37.723074327322166,112.66591989921774
24,37.999022846376036,112.65300341238724
25,38.096710065224805,112.62795915896619
26,37.85725213565617,112.54889611971552
27,37.9998130896027,112.7476921726862
28,37.966719965902584,112.73050059199119
29,37.88147813489428,112.63442265460539
30,37.992122197606434,112.69698875159654
31,38.02209736503602,112.63957990704431
32,37.7874409501962,112.68631361925202
33,37.80285513892238,112.70047123299882
34,38.076057686500675,112.49349172259018
35,37.94665194581253,112.67260733779976
36,37.773940650813365,112.55481212117513
37,37.78009429453539,112.57538039492046
38,37.76932880308661,112.74001299161864
39,38.04091852757674,112.72284596114739
40,38.04664350765128,112.70374880221581
41,38.08824851039464,112.57854650058214
42,38.09778962769865,112.50036944668359
43,37.79661220228033,112.45010291666958
44,37.961086695045,112.59709818610808
45,37.89790872711123,112.55661542319126
46,37.99727535584264,112.57596077281109
47,37.97655507812488,112.55187842373977
48,37.716328329426965,112.64774709442221
49,38.04753981475393,112.63919410652501
50,38.08955280441027,112.57531543921176
51,38.003249474206584,112.56981336558498
52,37.815726111208654,112.63632795142321
53,37.84318107500112,112.47806552959324
54,37.892775753286486,112.68334617523057
55,37.717610442469315,112.6414086093825
56,37.70014195188306,112.6823245851062
57,37.87385042001222,112.50470931631043
58,37.720270219401314,112.46486420005182
59,37.831301405567594,112.70185684308156
60,37.88163841054717,112.61727374132597
61,37.84416475403637,112.70182385595639
62,37.75135788055519,112.69494840044395
63,37.729160443706036,112.46014055142828
64,37.746455171445874,112.45309115947056
65,37.70738862308688,112.66764409393932
66,37.79474452028431,112.50429115773996
67,37.961318717244936,112.49871985538739
68,37.91294441146536,112.45084299221087
69,37.76271161468157,112.69898389461855
70,37.863628423480016,112.62909043815232
71,37.978581497118824,112.51914701722221
72,38.059400344655344,112.4956566178272
73,37.77945953599865,112.64041411096126
74,37.968894265051304,112.54927503177545
75,37.88677109362192,112.63050994656037
76,37.77329055880692,112.48566550324935
77,37.71055802407056,112.69438046764469
78,37.85485597833768,112.49879237954224
79,37.81978895034052,112.70659620633111
80,37.84359178385488,112.64772889682799
81,37.72209445499523,112.73628517249949
82,37.94584956719381,112.72432492088157
83,37.742334939725005,112.56242646070822
84,37.72805655787698,112.45291306252346
85,37.92813117948053,112.57947570785674
86,37.918222708875334,112.69550086803136
87,37.96973085161779,112.47885433858107
88,38.04829641912318,112.5161103221288
89,38.04519874409325,112.56466292570467
90,38.07179320381732,112.7441245638367
91,37.87051451172832,112.5278214887983
92,37.736320379030104,112.5278539439391
93,37.86111864807862,112.47705102399519
94,38.04217327274514,112.62460026177689
95,37.97566052248257,112.70181526811886
96,38.08841879674696,112.60495028131201
97,38.03102114783795,112.66141605815183
98,37.800523407082515,112.49903672299327
99,37.88691364511096,112.70052622250974
100,37.87630629065118,112.62280577686994
101,37.85185913484316,112.61443664972668
102,37.9604262307343,112.46198408835056
103,37.814267637740116,112.61281451217727
104,37.778720936519036,112.45601407180015
105,37.96336899053651,112.55774559308634
106,38.01105027614744,112.52819592716305
107,37.94381604472811,112.50361507435491
108,37.872623616299634,112.4819802473751
109,38.00347621984739,112.58627338816076
110,37.961076990220256,112.71127443640759
111,37.90614133276101,112.5434588245954
112,37.72567510905922,112.45438165405665
113,37.79162114504438,112.55378901905478
114,38.01640016818998,112.52776873306979
115,37.90692020341459,112.6101335834046
116,37.841472842472456,112.51905944105607
117,37.75485938324571,112.62185270424472
118,38.091788771875336,112.68918907643649
119,37.711038695282895,112.65500983525874
120,38.004667257934216,112.6538586680445
121,37.86167362459069,112.59055791765329
122,37.92872072135252,112.51735089119937
123,37.74300861418057,112.60440382460723
124,37.8687129304408,112.56805435482649
125,38.00149719081643,112.63321108729014
126,37.814854904392064,112.45185419372037
127,37.91032992908099,112.56571025636029
128,38.09292743889367,112.57278283392444
129,37.90366744285379,112.58530001807611
130,37.84565995270382,112.74588636214085
131,37.81461478466527,112.59755288299971
132,37.91431098706912,112.4965117313733
133,37.778458382827154,112.74074844701737
134,37.772658369202986,112.63424281553631
135,37.93008515077144,112.72917441080135
136,37.81017022104054,112.46271332322439
137,37.889419138656635,112.5713382242989
138,38.05135528916971,112.5442989964417
139,37.83655124875768,112.73646125566212
140,37.90007877105717,112.55485386050535
141,37.81197709268328,112.45202497122594
142,37.77364111664611,112.64171043296517
143,37.957059229871135,112.53832159909093
144,37.76323926939463,112.65564047035988
145,37.86381696524265,112.55397521333487
146,37.7387475494413,112.55400583231483
147,37.897915570458245,112.451405621905
148,37.81711230825709,112.64864463507044
149,37.843243098948875,112.53308280772764
150,38.01054245007227,112.61140835836383
151,37.89743596613496,112.46393407239154
152,38.0304273887787,112.63607575515911
153,38.07416233420089,112.45192328338067
154,37.99936929342743,112.5077962096575
155,37.81345888496515,112.45622837395732
156,37.960966785923546,112.5239590542336
157,37.96055659564533,112.5995242437114
158,37.95549052519186,112.68185343616342
159,37.97681046954413,112.52312537270458
160,37.892804992336956,112.63612860605124
161,38.09141321908147,112.45567791838961
162,37.901848987823875,112.60076532985785
163,37.93066281780682,112.68472826272723
164,37.987269653524066,112.58480133238037
165,37.930621231600696,112.71685517108278
166,37.76990204308236,112.61411103127229
167,37.85956352069804,112.54883138458167
168,37.77117902335829,112.68998851556015
169,38.00347772111283,112.6479109919651
170,37.981181278788675,112.58913442525945
171,37.95059824153405,112.54807406703871
172,37.77819377760059,112.59596513528413
173,37.87326943132232,112.60082614716436
174,37.96199568217645,112.59528933654929
175,37.83024110955036,112.50935507892547
176,37.92936896987016,112.54093517239582
177,37.95817195253819,112.69590019786014
178,37.79343131313595,112.73570544248992
179,37.736546529108,112.45445084751488
180,37.706119506864965,112.49495623177886
181,38.073388381221015,112.6485178150333
182,37.771707672218874,112.66886596172807
183,37.831703610857765,112.64371638852562
184,37.746114576014925,112.55261294494973
185,38.05335509772236,112.47890208235307
186,38.01153843227083,112.46855791878774
187,37.981415526928025,112.61243310792136
188,37.88601053689134,112.62449527587626
189,38.02571411794871,112.58987509637151
190,37.84086097717654,112.54128209090707
191,37.99124044499773,112.5881907369294
192,38.08528927355431,112.61690477268661
193,37.762710021109875,112.63789805221052
194,37.85341597871191,112.70541464588571
195,37.99019316059934,112.69417262186334
196,38.02955785440541,112.46878010295703
197,38.09327068909827,112.63486422984585
198,37.70347781786856,112.58729034608427
199,37.853861501943214,112.58408377260214
200,38.0049769647301,112.4505548027377
201,38.08227077619847,112.58696855540451
202,37.963223317677134,112.45570187161287
203,37.72193956517511,112.71765081074103
204,37.94767332515444,112.74421730017534
205,37.92408909088705,112.5984024642862
206,38.07508310112135,112.58769941126715
207,38.06369835550569,112.57208881678497
208,38.076417397738915,112.4694103846512
209,38.044064900451296,112.54621183460402
210,38.015671041361024,112.55376968644644
211,38.02807403401796,112.57079764485397
212,37.88127481216468,112.65437502455258
213,37.95818336040361,112.73440462810443
214,37.817671782546775,112.46784472208341
215,38.05562363160519,112.52724728039404
216,37.80071539050193,112.45933730086931
217,37.78827704635228,112.61191856279214
218,37.7804806228243,112.54102732087001
219,37.85826890693665,112.52107174073019
220,37.99023961577004,112.64665430264873
221,38.088150205318165,112.67818420147438
222,38.093711918479706,112.54715674570858
223,37.82457260520749,112.49874836733939
224,37.793169235925994,112.69671661783701
225,37.95402376228881,112.58279989486923
226,38.04666500841529,112.48236731895793
227,38.05325894489429,112.70725429263084
228,37.761093663147996,112.57933846444372
229,38.05892340479788,112.56290816564349
230,37.844538412300516,112.74792108530912
231,37.857645508681976,112.6260156359646
232,37.843653674158965,112.57589389624545
233,37.95608951215256,112.56142920993527
234,38.093016100638614,112.68353218957736
235,37.87825387295565,112.58260095802346
236,37.806276244301564,112.66886472121433
237,37.76642489550788,112.69555570195152
238,37.84512140656169,112.60809030412496
239,37.7995600760791,112.51909578385343
240,37.91444756709408,112.49485885970131
241,38.012581453972196,112.50576167940015
242,37.98671364717018,112.6763207341686
243,37.75202987463879,112.58542087293974
244,38.08888369182221,112.59929774687852
245,37.87059334023965,112.6672620274278
246,37.94605657338526,112.61919410894247
247,38.06288236695963,112.74584016444405
248,37.97306271074962,112.5124585164856
249,37.9863002939152,112.56105154156509
250,37.78986669877279,112.59643236054214
251,37.724528982796805,112.64594224514134
252,38.036963529136976,112.50378329615751
253,37.972576100767476,112.73914565638208
254,38.061664824701374,112.70960942527839
255,38.08915438633282,112.6135933063542
256,37.777161775631605,112.47044889787345
257,37.98578126317888,112.53465420626273
258,37.719606207545745,112.58874926903478
259,37.95159251317835,112.7460758230443
260,38.0341026659696,112.55958039587364
261,38.084503318945195,112.6123380856918
262,37.727368188056204,112.65062863852293
263,37.93210203398325,112.58292102203222
264,37.717606075027,112.56183913336933
265,37.728309553722916,112.45178829212978
266,38.03696817455531,112.62920183263947
267,38.00314425457286,112.60289036571523
268,38.04381558423442,112.7400173718608
269,37.89857369826554,112.49044172940695
270,37.8252057024355,112.61651574626407
271,37.78694254904013,112.68207477638639
272,38.07517422236863,112.60693872655082
273,37.823385006401644,112.56649466995472
274,38.02402638729646,112.59151533229551
275,37.907838618714685,112.60831077474673
276,38.079675581086484,112.70794579856329
277,37.790583568341575,112.68939969223786
278,38.08419732354536,112.58535749328364
279,38.02734211629948,112.56972327618166
